48.699597,2.216905,339,0.00,0.05,32,
48.699597,2.216905,339,0.00,0.05,46,
48.699597,2.216905,339,0.00,0.05,79,
48.699597,2.216905,340,0.00,0.05,112,
48.699597,2.216905,340,0.00,0.05,146,
48.699597,2.216905,340,0.00,0.05,179,
48.699597,2.216905,341,0.00,0.05,212,
48.699597,2.216905,341,0.00,0.05,245,
48.699597,2.216905,341,0.00,0.05,279,
48.699597,2.216905,342,0.00,0.05,312,
48.699597,2.216905,342,0.00,0.05,346,
48.699597,2.216905,342,0.00,0.05,379,
48.699597,2.216905,342,0.00,0.05,413,
48.699597,2.216905,343,0.00,0.05,446,
48.699597,2.216905,343,0.00,0.05,479,
48.699597,2.216905,343,0.00,0.05,513,
48.699597,2.216905,344,0.00,0.05,546,
48.699597,2.216905,344,0.00,0.05,579,
48.699597,2.216905,344,0.00,0.05,612,
48.699597,2.216905,344,0.00,0.05,646,
48.699597,2.216905,345,0.00,0.05,679,
48.699597,2.216905,345,0.00,0.05,712,
48.699597,2.216905,345,0.00,0.05,746,
48.699597,2.216905,346,0.00,0.05,779,
48.699597,2.216905,346,0.00,0.05,813,
48.699597,2.216905,346,0.00,0.05,846,
48.699597,2.216905,346,0.00,0.05,879,
48.699597,2.216905,347,0.00,0.05,913,
48.699599,2.216900,347,0.00,0.05,946,
48.699599,2.216900,348,0.00,0.05,979,
48.699599,2.216900,348,0.00,0.05,1013,
48.699599,2.216900,348,0.00,0.05,1046,
48.699599,2.216900,348,0.00,0.05,1079,
48.699599,2.216900,349,0.00,0.05,1112,
48.699599,2.216900,349,0.00,0.05,1146,
48.699599,2.216900,349,0.00,0.05,1179,
48.699599,2.216900,350,0.00,0.05,1213,
48.699599,2.216900,350,0.00,0.05,1246,
48.699599,2.216900,350,0.00,0.05,1279,
48.699599,2.216900,350,0.00,0.05,1312,
48.699599,2.216900,350,0.00,0.05,1346,
48.699599,2.216900,350,0.00,0.05,1379,
48.699599,2.216900,350,0.00,0.05,1413,
48.699599,2.216900,351,0.00,0.05,1446,
48.699599,2.216900,351,0.00,0.05,1480,
48.699599,2.216900,351,0.00,0.05,1513,
48.699599,2.216900,351,0.00,0.05,1547,
48.699599,2.216900,351,0.00,0.05,1580,
48.699599,2.216900,352,0.00,0.05,1613,
48.699599,2.216900,352,0.00,0.05,1646,
48.699599,2.216900,352,0.00,0.05,1680,
48.699599,2.216900,352,0.00,0.05,1713,
48.699599,2.216900,352,0.00,0.05,1747,
48.699599,2.216900,352,0.00,0.05,1780,
48.699599,2.216900,352,0.00,0.05,1813,
48.699599,2.216900,352,0.00,0.05,1847,
48.699599,2.216900,352,0.00,0.05,1880,
48.699599,2.216900,352,0.00,0.05,1913,
48.699599,2.216896,352,0.00,0.05,1947,
48.699599,2.216896,352,0.00,0.05,1979,
48.699599,2.216896,352,0.00,0.05,2013,
48.699599,2.216896,352,0.00,0.05,2046,
48.699599,2.216896,352,0.00,0.05,2080,
48.699599,2.216896,352,0.00,0.05,2113,
48.699599,2.216896,352,0.00,0.05,2147,
48.699599,2.216896,352,0.00,0.05,2180,
48.699599,2.216896,352,0.00,0.05,2213,
48.699599,2.216896,352,0.00,0.05,2247,
48.699599,2.216896,352,0.00,0.05,2280,
48.699599,2.216896,352,0.00,0.05,2313,
48.699599,2.216896,352,0.00,0.05,2347,
48.699599,2.216896,352,0.00,0.05,2380,
48.699599,2.216896,352,0.00,0.05,2413,
48.699599,2.216896,353,0.00,0.05,2447,
48.699599,2.216896,353,0.00,0.05,2480,
48.699599,2.216896,353,0.00,0.05,2513,
48.699599,2.216896,353,0.00,0.05,2547,
48.699599,2.216896,354,0.00,0.05,2580,
48.699599,2.216896,354,0.00,0.05,2613,
48.699599,2.216896,354,0.00,0.05,2647,
48.699599,2.216896,354,0.00,0.05,2680,
48.699599,2.216896,354,0.00,0.05,2713,
48.699599,2.216896,355,0.00,0.05,2747,
48.699599,2.216896,355,0.00,0.05,2780,
48.699599,2.216896,355,0.00,0.05,2815,
48.699599,2.216896,355,0.00,0.05,2848,
48.699599,2.216896,355,0.00,0.05,2881,
48.699599,2.216896,355,0.00,0.05,2914,
48.699600,2.216893,355,0.00,0.05,2947,
48.699600,2.216893,356,0.00,0.05,2979,
48.699600,2.216893,356,0.00,0.05,3013,
48.699600,2.216893,356,0.00,0.05,3046,
48.699600,2.216893,356,0.00,0.05,3080,
48.699600,2.216893,356,0.00,0.05,3113,
48.699600,2.216893,356,0.00,0.05,3147,
48.699600,2.216893,357,0.00,0.05,3180,
48.699600,2.216893,357,0.00,0.05,3214,
48.699600,2.216893,357,0.00,0.05,3247,
48.699600,2.216893,357,0.00,0.05,3281,
48.699600,2.216893,358,0.00,0.05,3313,
48.699600,2.216893,358,0.00,0.05,3347,
48.699600,2.216893,358,0.00,0.05,3379,
48.699600,2.216893,358,0.00,0.05,3413,
48.699600,2.216893,358,0.00,0.05,3447,
48.699600,2.216893,358,0.00,0.05,3480,
48.699600,2.216893,358,0.00,0.05,3515,
48.699600,2.216893,358,0.00,0.05,3548,
48.699600,2.216893,359,0.00,0.05,3581,
48.699600,2.216893,359,0.00,0.05,3614,
48.699600,2.216893,359,0.00,0.05,3648,
48.699600,2.216893,359,0.00,0.05,3684,
48.699600,2.216893,0,0.00,0.05,3715,
48.699600,2.216893,0,0.00,0.05,3747,
48.699600,2.216893,0,0.00,0.05,3780,
48.699600,2.216893,0,0.00,0.05,3813,
48.699600,2.216893,1,0.00,0.05,3847,
48.699600,2.216893,1,0.00,0.05,3881,
48.699600,2.216893,1,0.00,0.05,3914,
48.699599,2.216890,1,0.00,0.05,3947,
48.699599,2.216890,1,0.00,0.06,3979,
48.699599,2.216890,1,0.00,0.06,4013,
48.699599,2.216890,1,0.00,0.06,4047,
48.699599,2.216890,0,0.00,0.06,4080,
48.699599,2.216890,0,0.00,0.06,4114,
48.699599,2.216890,359,0.00,0.06,4149,
48.699599,2.216890,358,0.00,0.06,4181,
48.699599,2.216890,356,0.00,0.06,4214,
48.699599,2.216890,355,0.00,0.06,4248,
48.699599,2.216890,354,0.00,0.06,4281,
48.699599,2.216890,353,0.00,0.06,4314,
48.699599,2.216890,351,0.00,0.06,4348,
48.699599,2.216890,351,0.00,0.06,4380,
48.699599,2.216890,349,0.00,0.06,4414,
48.699599,2.216890,349,0.00,0.06,4447,
48.699599,2.216890,348,0.00,0.06,4481,
48.699599,2.216890,346,0.00,0.06,4514,
48.699599,2.216890,346,0.00,0.06,4547,
48.699599,2.216890,344,0.00,0.06,4580,
48.699599,2.216890,343,0.00,0.06,4614,
48.699599,2.216890,342,0.00,0.06,4647,
48.699599,2.216890,340,0.00,0.06,4681,
48.699599,2.216890,338,0.00,0.06,4714,
48.699599,2.216890,336,0.00,0.06,4748,
